"stfips","pcinc_baseline","asmrh_baseline","cases_baseline","treat_start_year","X","year","X_nfd","post","asmrs","pcinc","asmrh","cases","weight","copop","treat","time_til","state","treat_status","lead","lag","lag_inf"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,18,1981,1971,1,42.3346900939941,21173.2001551427,4.53911924362183,0.0293714646050425,1715156,2036194,1,10,"AL",1,"lag","10","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,19,1982,1971,1,37.6497116088867,21060.7149743698,4.5884313583374,0.0268405297424525,1715156,2041319,1,11,"AL",1,"lag","11","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,20,1983,1971,1,41.4257507324219,21586.7747364237,4.41269063949585,0.0268857582026495,1715156,2045203,1,12,"AL",1,"lag","12","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,21,1984,1971,1,44.1710205078125,22701.9385748466,4.51216554641724,0.0265617157720121,1715156,2054834,1,13,"AL",1,"lag","13","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,22,1985,1971,1,39.9685363769531,23520.066898395,4.72227001190186,0.0250020521807061,1715156,2066907,1,14,"AL",1,"lag","14","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,23,1986,1971,1,43.8179473876953,24343.5598867323,4.01605129241943,0.0237620567527847,1715156,2076879,1,15,"AL",1,"lag","15","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,24,1987,1971,1,42.0437431335449,24777.5797017697,4.83290338516235,0.0223498300866319,1715156,2089300,1,16,"AL",1,"lag","16","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,25,1988,1971,1,44.6541175842285,25658.8587797851,4.99950647354126,0.0215864961775252,1715156,2093975,1,17,"AL",1,"lag","17","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,26,1989,1971,1,41.6668853759766,26735.5963562372,5.2763786315918,0.0213948730317313,1715156,2097952,1,18,"AL",1,"lag","18","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,27,1990,1971,1,40.9520301818848,26925.4593501845,5.45816516876221,0.0216022974273794,1715156,2109548,1,19,"AL",1,"lag","19","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,28,1991,1971,1,39.2388343811035,27108.9928577848,6.55453968048096,0.0226831016766896,1715156,2134265,1,20,"AL",1,"lag","20","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,29,1992,1971,1,37.8740730285645,28096.8132459687,4.82599306106567,0.023619105714198,1715156,2160659,1,21,"AL",1,"lag","lead","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,30,1993,1971,1,43.1239738464355,28268.878889737,5.86399936676025,0.0235231552653122,1715156,2190193,1,22,"AL",1,"lag","lead","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,31,1994,1971,1,46.0425033569336,28996.3121019234,5.00670576095581,0.0224034254665935,1715156,2212954,1,23,"AL",1,"lag","lead","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,32,1995,1971,1,33.5985221862793,29685.6748607214,5.12321805953979,0.0201278011133841,1715156,2230497,1,24,"AL",1,"lag","lead","0"
1,12406.1785366264,5.00734090805054,0.0123122425630723,1971,33,1996,1971,1,40.4101715087891,29922.2727755957,4.7924222946167,0.0183793879527458,1715156,2247223,1,25,"AL",1,"lag","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,34,1964,1973,0,73.5287170410156,15551.3159376348,3.08321833610535,0.0128826519670257,744813,744813.000555038,1,-9,"AZ",0,"9","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,35,1965,1973,0,82.4311981201172,15962.6892604774,3.00586771965027,0.0122251073489541,744813,769209.332748413,1,-8,"AZ",0,"8","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,36,1966,1973,0,59.2553634643555,16581.2701018243,5.07428979873657,0.0121804928036038,744813,793605.000705719,1,-7,"AZ",0,"7","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,37,1967,1973,0,81.4934158325195,17214.6032017929,3.83689785003662,0.0123268033602329,744813,818000.663972855,1,-6,"AZ",0,"6","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,38,1968,1973,0,72.9367370605469,18610.3933655141,5.39438486099243,0.0121775713146984,744813,842395.668909073,1,-5,"AZ",0,"5","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,39,1969,1973,0,81.3118667602539,20097.6432579976,3.62665605545044,0.0127000424937077,744813,866795,1,-4,"AZ",0,"4","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,40,1970,1973,0,61.6801071166992,21109.887281832,3.95233488082886,0.0153421210961002,744813,914150,1,-3,"AZ",0,"3","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,41,1971,1973,0,103.906135559082,21886.9825588878,4.29833936691284,0.0179289239265526,744813,961505,1,-2,"AZ",0,"2","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,42,1972,1973,0,101.922515869141,22979.0253149885,3.91248250007629,0.0184279922120799,744813,1017302,1,-1,"AZ",0,"1","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,43,1973,1973,1,72.2534255981445,23596.8917016096,5.67248344421387,0.0185419424858186,744813,1075584,1,0,"AZ",1,"lag","0","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,44,1974,1973,1,87.0023651123047,23114.6324754127,4.76778554916382,0.018148025752776,744813,1125678,1,1,"AZ",1,"lag","1","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,45,1975,1973,1,80.8982391357422,22327.2810481431,4.64028263092041,0.0178349583845211,744813,1157502,1,2,"AZ",1,"lag","2","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,46,1976,1973,1,100.655670166016,22907.7716410294,4.02415037155151,0.0161217888627235,744813,1189441,1,3,"AZ",1,"lag","3","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,47,1977,1973,1,102.808044433594,23409.9615453986,5.76694679260254,0.0151082567326278,744813,1230624,1,4,"AZ",1,"lag","4","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,48,1978,1973,1,87.9033355712891,24924.8877938786,4.25505352020264,0.0135701418381963,744813,1277136,1,5,"AZ",1,"lag","5","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,49,1979,1973,1,80.5876083374023,25564.1158115468,3.99774169921875,0.0128799945636387,744813,1339131,1,6,"AZ",1,"lag","6","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,50,1980,1973,1,70.8812713623047,25534.172095729,5.14407348632812,0.0138328924816184,744813,1388978,1,7,"AZ",1,"lag","7","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,51,1981,1973,1,71.1596145629883,25957.7619750977,4.07734870910645,0.0159901484762363,744813,1426446,1,8,"AZ",1,"lag","8","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,52,1982,1973,1,81.3074417114258,25202.9449861437,4.15289354324341,0.0151155176943644,744813,1466644,1,9,"AZ",1,"lag","9","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,53,1983,1973,1,74.3181838989258,25846.2844895304,3.29868578910828,0.0164883724019741,744813,1505470,1,10,"AZ",1,"lag","10","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,54,1984,1973,1,59.3559989929199,27230.1220777727,3.98134613037109,0.0167664960756345,744813,1554986,1,11,"AZ",1,"lag","11","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,55,1985,1973,1,68.1872787475586,28145.9648509076,3.81770658493042,0.0157287117498054,744813,1613848,1,12,"AZ",1,"lag","12","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,56,1986,1973,1,81.5484466552734,29174.6941544252,4.31641006469727,0.0160573428153509,744813,1675874,1,13,"AZ",1,"lag","13","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,57,1987,1973,1,79.7855224609375,29366.2351516489,3.61381864547729,0.017107357591588,744813,1740411,1,14,"AZ",1,"lag","14","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,58,1988,1973,1,64.3405456542969,29673.9414858595,4.84736585617065,0.0185053297592365,744813,1789543,1,15,"AZ",1,"lag","15","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,59,1989,1973,1,60.6802024841309,29836.9040835937,4.7390079498291,0.020374089059989,744813,1832585,1,16,"AZ",1,"lag","16","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,60,1990,1973,1,56.3612823486328,29284.2045241253,3.67529034614563,0.0244409038269794,744813,1863454,1,17,"AZ",1,"lag","17","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,61,1991,1973,1,55.5072326660156,28869.3597619676,4.3727126121521,0.0290023866016202,744813,1915555,1,18,"AZ",1,"lag","18","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,62,1992,1973,1,53.6419906616211,29052.3453826077,4.05723762512207,0.0330839360196404,744813,1978503,1,19,"AZ",1,"lag","19","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,63,1993,1973,1,59.4574203491211,29398.3825177608,4.28967571258545,0.0346053710786822,744813,2052350,1,20,"AZ",1,"lag","20","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,64,1994,1973,1,57.4582977294922,30254.2234485908,3.97691059112549,0.0335897106459852,744813,2140400,1,21,"AZ",1,"lag","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,65,1995,1973,1,67.1983032226562,30785.2551168636,4.3484673500061,0.0304528998494516,744813,2231840,1,22,"AZ",1,"lag","lead","0"
4,15551.3159376348,3.08321833610535,0.0128826519670257,1973,66,1996,1973,1,50.8084678649902,31404.0350297117,3.4126935005188,0.0268083355224353,744813,2306882,1,23,"AZ",1,"lag","lead","0"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,67,1964,NA,0,50.640495300293,11637.6542024991,3.44267082214355,0.0074772227421841,937959.6875,937959.664323807,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,68,1965,NA,0,52.2078704833984,12103.9268625842,3.01611924171448,0.00778666361953679,937959.6875,945655.335813522,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,69,1966,NA,0,38.3150444030762,13020.6475306473,2.46292042732239,0.00802965571217672,937959.6875,953340.999215126,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,70,1967,NA,0,37.8125381469727,13419.8249584957,3.92911243438721,0.00917425887921396,937959.6875,961022.223456383,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,71,1968,NA,0,33.5060882568359,13967.9125104324,3.07632279396057,0.00980687005247571,937959.6875,968708.665370941,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,72,1969,NA,0,35.0929412841797,14831.2088011813,3.43204665184021,0.0105141056285285,937959.6875,976466,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,73,1970,NA,0,46.1747589111328,15410.2177157374,4.02046728134155,0.0136492391574327,937959.6875,995782,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,74,1971,NA,0,48.6435241699219,16086.5276154857,4.14740467071533,0.018397416574561,937959.6875,1015138,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,75,1972,NA,0,56.250358581543,17225.6782376191,4.72469472885132,0.0209130212121066,937959.6875,1038165,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,76,1973,NA,0,46.9589080810547,18803.6287688756,3.85405254364014,0.0233403642081265,937959.6875,1059138,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,77,1974,NA,0,48.4068145751953,18717.6447934074,4.10836458206177,0.0260697953381377,937959.6875,1080970,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,78,1975,NA,0,34.7375946044922,18538.1975699364,3.3211407661438,0.0301293560546403,937959.6875,1111145,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,79,1976,NA,0,54.5605545043945,19256.7652686404,3.35397601127625,0.0300488893263773,937959.6875,1117490,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,80,1977,NA,0,43.7401237487793,19781.9003276968,3.21108818054199,0.0269581054865963,937959.6875,1138192,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,81,1978,NA,0,41.5107116699219,21150.150932751,5.1235466003418,0.0256743577195564,937959.6875,1156582,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,82,1979,NA,0,42.9170036315918,20897.6034349695,4.67516279220581,0.0251675981626065,937959.6875,1171950,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,83,1980,NA,0,50.5170288085938,20118.0736829858,6.04913663864136,0.0249789801365108,937959.6875,1183008,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,84,1981,NA,0,34.0266380310059,20756.5193282909,3.63237714767456,0.0243577992739423,937959.6875,1185948,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,85,1982,NA,0,25.0513916015625,20580.919992311,4.13449144363403,0.0189922173711242,937959.6875,1187131,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,86,1983,NA,0,36.122257232666,20885.6208675995,3.22984385490417,0.0188633300511875,937959.6875,1193325,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,87,1984,NA,0,42.4336013793945,22192.7283482164,3.8765823841095,0.0186111707972232,937959.6875,1200726,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,88,1985,NA,0,48.3573570251465,22793.837536457,5.02931451797485,0.0181809150960521,937959.6875,1204624,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,89,1986,NA,0,47.8488082885742,23478.0732760947,4.74990463256836,0.0188474861645896,937959.6875,1207650,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,90,1987,NA,0,41.2472877502441,23490.282090304,4.51214075088501,0.0188164685696511,937959.6875,1213042,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,91,1988,NA,0,45.5176849365234,24299.3625918017,4.68145704269409,0.0195123599153292,937959.6875,1213641,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,92,1989,NA,0,33.316089630127,24948.0991070403,4.48624086380005,0.0197374916287251,937959.6875,1215466,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,93,1990,NA,0,38.8842086791992,24900.5149373211,5.25740337371826,0.0205096921313348,937959.6875,1220423,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,94,1991,NA,0,34.7934112548828,25107.0069667533,6.07487630844116,0.0213520309870009,937959.6875,1232775,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,95,1992,NA,0,38.6899147033691,26354.0893658907,6.1267466545105,0.0214285638020865,937959.6875,1248781,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,96,1993,NA,0,39.4916305541992,26552.721715302,5.30258989334106,0.0208724122530475,937959.6875,1268800,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,97,1994,NA,0,53.2269706726074,27191.4161623691,5.68463706970215,0.019994289066476,937959.6875,1287005,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,98,1995,NA,0,45.8082160949707,27758.7913642436,4.81218385696411,0.01821006147714,937959.6875,1306773,0,-999,"AR",0,"lag","lead","1"
5,11637.6542024991,3.44267082214355,0.0074772227421841,9999,99,1996,NA,0,40.5749816894531,28287.5262179573,4.47770595550537,0.0169329273006609,937959.6875,1323703,0,-999,"AR",0,"lag","lead","1"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,100,1964,1970,0,112.813110351562,21809.2998012428,2.48241996765137,0.0132305077826905,8837580,8837579.6747303,1,-6,"CA",0,"6","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,101,1965,1970,0,123.487030029297,22383.3647495582,2.77965760231018,0.0152911516672291,8837580,9076856.1030488,1,-5,"CA",0,"5","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,102,1966,1970,0,127.054412841797,23276.7215571572,2.88003277778625,0.0171828280422436,8837580,9316132.33901036,1,-4,"CA",0,"4","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,103,1967,1970,0,131.780975341797,23945.5310668818,3.33337926864624,0.0197096192222166,8837580,9555401.91872633,1,-3,"CA",0,"3","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,104,1968,1970,0,115.123329162598,24975.7376014354,2.86221718788147,0.0217975481689252,8837580,9794679.58255816,1,-2,"CA",0,"2","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,105,1969,1970,0,128.143783569336,25867.4868908331,3.34809255599976,0.0271245165466029,8837580,10033973,1,-1,"CA",0,"1","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,106,1970,1970,1,134.443481445312,26207.9250603945,3.21208381652832,0.0363649164515635,8837580,10179225,1,0,"CA",1,"lag","0","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,107,1971,1970,1,137.555999755859,26347.3149565169,3.78683924674988,0.0436567211523439,8837580,10324487,1,1,"CA",1,"lag","1","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,108,1972,1970,1,135.663787841797,27750.5725498035,3.34234070777893,0.0427080656289563,8837580,10439843,1,2,"CA",1,"lag","2","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,109,1973,1970,1,112.531776428223,28242.3854495194,4.12083196640015,0.0400057729146833,8837580,10586218,1,3,"CA",1,"lag","3","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,110,1974,1970,1,114.696617126465,28229.7528160836,4.34469985961914,0.0387241652779125,8837580,10739842,1,4,"CA",1,"lag","4","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,111,1975,1970,1,111.087913513184,28334.7429803254,4.66201972961426,0.0412710135785162,8837580,10925396,1,5,"CA",1,"lag","5","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,112,1976,1970,1,104.631690979004,29186.0348602831,4.25196075439453,0.0420713628516953,8837580,11125527,1,6,"CA",1,"lag","6","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,113,1977,1970,1,100.727798461914,29865.9792255674,4.9555835723877,0.0420563548896219,8837580,11335130,1,7,"CA",1,"lag","7","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,114,1978,1970,1,84.4009094238281,31176.291184078,4.3764123916626,0.0411226684650592,8837580,11583678,1,8,"CA",1,"lag","8","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,115,1979,1970,1,80.7957458496094,31692.7824135078,4.41153812408447,0.0392337331804109,8837580,11793342,1,9,"CA",1,"lag","9","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,116,1980,1970,1,69.6410522460938,31626.6197226003,4.77504634857178,0.0403602686957608,8837580,12059240,1,10,"CA",1,"lag","10","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,117,1981,1970,1,73.3421630859375,31798.561239863,4.60209226608276,0.0426159017540091,8837580,12290510,1,11,"CA",1,"lag","11","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,118,1982,1970,1,74.4325332641602,31369.4528746037,3.87233519554138,0.0410780801274416,8837580,12538867,1,12,"CA",1,"lag","12","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,119,1983,1970,1,62.9643287658691,31849.9144913372,3.92384195327759,0.0425591279672768,8837580,12792945,1,13,"CA",1,"lag","13","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,120,1984,1970,1,66.5850219726562,33376.4157636682,4.28334999084473,0.0420056305274004,8837580,13014293,1,14,"CA",1,"lag","14","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,121,1985,1970,1,61.4080429077148,34106.3346841801,4.1372241973877,0.0418312026967534,8837580,13292428,1,15,"CA",1,"lag","15","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,122,1986,1970,1,60.3499450683594,35121.1668256649,4.22496747970581,0.0419283981134823,8837580,13601569,1,16,"CA",1,"lag","16","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,123,1987,1970,1,58.9715003967285,35737.0053128965,3.95763325691223,0.0420834085015107,8837580,13918789,1,17,"CA",1,"lag","17","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,124,1988,1970,1,53.8611907958984,36557.206821726,3.92668128013611,0.0414423203337308,8837580,14243974,1,18,"CA",1,"lag","18","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,125,1989,1970,1,51.7296409606934,36767.0309187299,3.83621954917908,0.0419198146266361,8837580,14599005,1,19,"CA",1,"lag","19","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,126,1990,1970,1,50.8636665344238,36588.6507703582,3.99499487876892,0.0446949069369316,8837580,14958261,1,20,"CA",1,"lag","20","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,127,1991,1970,1,48.6561546325684,35858.2300482285,4.37995481491089,0.0494219033473647,8837580,15219485,1,21,"CA",1,"lag","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,128,1992,1970,1,52.3022613525391,36292.5855320396,4.00528860092163,0.0529361704758175,8837580,15475759,1,22,"CA",1,"lag","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,129,1993,1970,1,48.0107192993164,35914.1479065685,4.31620216369629,0.0558471416483134,8837580,15635748,1,23,"CA",1,"lag","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,130,1994,1970,1,46.3389892578125,36047.3571900636,3.51024174690247,0.058144810980422,8837580,15754100,1,24,"CA",1,"lag","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,131,1995,1970,1,42.6997032165527,36769.3653543723,3.54616808891296,0.0576945363875842,8837580,15868201,1,25,"CA",1,"lag","lead","0"
6,21809.2998012428,2.48241996765137,0.0132305077826905,1970,132,1996,1970,1,42.3777809143066,37698.2463746293,2.99463319778442,0.0551138439404186,8837580,16038242,1,26,"CA",1,"lag","lead","0"
8,17747.0997494271,1.90331196784973,0.0106110424680179,1971,133,1964,1971,0,111.427757263184,17747.0997494271,1.90331196784973,0.0106110424680179,976404.25,976404.222101092,1,-7,"CO",0,"7","lead","0"
8,17747.0997494271,1.90331196784973,0.0106110424680179,1971,134,1965,1971,0,107.106719970703,18511.8881427758,2.12554550170898,0.0112838658513286,976404.25,999679.555626035,1,-6,"CO",0,"6","lead","0"
8,17747.0997494271,1.90331196784973,0.0106110424680179,1971,135,1966,1971,0,91.9147109985352,19123.6903779507,2.29603505134583,0.0122196150479546,976404.25,1022938.66194737,1,-5,"CO",0,"5","lead","0"
