"","stfips","year","_nfd","post","asmrs","pcinc","asmrh","cases","weight","copop","treat","time_to_treat"
"78",5,1975,NA,0,34.7375946044922,18538.1975699364,3.3211407661438,0.0301293560546403,937959.6875,1111145,0,0
"79",5,1976,NA,0,54.5605545043945,19256.7652686404,3.35397601127625,0.0300488893263773,937959.6875,1117490,0,0
"80",5,1977,NA,0,43.7401237487793,19781.9003276968,3.21108818054199,0.0269581054865963,937959.6875,1138192,0,0
"81",5,1978,NA,0,41.5107116699219,21150.150932751,5.1235466003418,0.0256743577195564,937959.6875,1156582,0,0
"82",5,1979,NA,0,42.9170036315918,20897.6034349695,4.67516279220581,0.0251675981626065,937959.6875,1171950,0,0
"83",5,1980,NA,0,50.5170288085938,20118.0736829858,6.04913663864136,0.0249789801365108,937959.6875,1183008,0,0
"84",5,1981,NA,0,34.0266380310059,20756.5193282909,3.63237714767456,0.0243577992739423,937959.6875,1185948,0,0
"85",5,1982,NA,0,25.0513916015625,20580.919992311,4.13449144363403,0.0189922173711242,937959.6875,1187131,0,0
"86",5,1983,NA,0,36.122257232666,20885.6208675995,3.22984385490417,0.0188633300511875,937959.6875,1193325,0,0
"87",5,1984,NA,0,42.4336013793945,22192.7283482164,3.8765823841095,0.0186111707972232,937959.6875,1200726,0,0
"88",5,1985,NA,0,48.3573570251465,22793.837536457,5.02931451797485,0.0181809150960521,937959.6875,1204624,0,0
"89",5,1986,NA,0,47.8488082885742,23478.0732760947,4.74990463256836,0.0188474861645896,937959.6875,1207650,0,0
"90",5,1987,NA,0,41.2472877502441,23490.282090304,4.51214075088501,0.0188164685696511,937959.6875,1213042,0,0
"91",5,1988,NA,0,45.5176849365234,24299.3625918017,4.68145704269409,0.0195123599153292,937959.6875,1213641,0,0
"92",5,1989,NA,0,33.316089630127,24948.0991070403,4.48624086380005,0.0197374916287251,937959.6875,1215466,0,0
"93",5,1990,NA,0,38.8842086791992,24900.5149373211,5.25740337371826,0.0205096921313348,937959.6875,1220423,0,0
"94",5,1991,NA,0,34.7934112548828,25107.0069667533,6.07487630844116,0.0213520309870009,937959.6875,1232775,0,0
"95",5,1992,NA,0,38.6899147033691,26354.0893658907,6.1267466545105,0.0214285638020865,937959.6875,1248781,0,0
"96",5,1993,NA,0,39.4916305541992,26552.721715302,5.30258989334106,0.0208724122530475,937959.6875,1268800,0,0
"97",5,1994,NA,0,53.2269706726074,27191.4161623691,5.68463706970215,0.019994289066476,937959.6875,1287005,0,0
"98",5,1995,NA,0,45.8082160949707,27758.7913642436,4.81218385696411,0.01821006147714,937959.6875,1306773,0,0
"99",5,1996,NA,0,40.5749816894531,28287.5262179573,4.47770595550537,0.0169329273006609,937959.6875,1323703,0,0
"100",6,1964,1970,0,112.813110351562,21809.2998012428,2.48241996765137,0.0132305077826905,8837580,8837579.6747303,1,-6
"101",6,1965,1970,0,123.487030029297,22383.3647495582,2.77965760231018,0.0152911516672291,8837580,9076856.1030488,1,-5
"102",6,1966,1970,0,127.054412841797,23276.7215571572,2.88003277778625,0.0171828280422436,8837580,9316132.33901036,1,-4
"103",6,1967,1970,0,131.780975341797,23945.5310668818,3.33337926864624,0.0197096192222166,8837580,9555401.91872633,1,-3
"104",6,1968,1970,0,115.123329162598,24975.7376014354,2.86221718788147,0.0217975481689252,8837580,9794679.58255816,1,-2
"105",6,1969,1970,0,128.143783569336,25867.4868908331,3.34809255599976,0.0271245165466029,8837580,10033973,1,-1
"106",6,1970,1970,1,134.443481445312,26207.9250603945,3.21208381652832,0.0363649164515635,8837580,10179225,1,0
"107",6,1971,1970,1,137.555999755859,26347.3149565169,3.78683924674988,0.0436567211523439,8837580,10324487,1,1
"108",6,1972,1970,1,135.663787841797,27750.5725498035,3.34234070777893,0.0427080656289563,8837580,10439843,1,2
"109",6,1973,1970,1,112.531776428223,28242.3854495194,4.12083196640015,0.0400057729146833,8837580,10586218,1,3
"110",6,1974,1970,1,114.696617126465,28229.7528160836,4.34469985961914,0.0387241652779125,8837580,10739842,1,4
"111",6,1975,1970,1,111.087913513184,28334.7429803254,4.66201972961426,0.0412710135785162,8837580,10925396,1,5
"112",6,1976,1970,1,104.631690979004,29186.0348602831,4.25196075439453,0.0420713628516953,8837580,11125527,1,6
"113",6,1977,1970,1,100.727798461914,29865.9792255674,4.9555835723877,0.0420563548896219,8837580,11335130,1,7
"114",6,1978,1970,1,84.4009094238281,31176.291184078,4.3764123916626,0.0411226684650592,8837580,11583678,1,8
"115",6,1979,1970,1,80.7957458496094,31692.7824135078,4.41153812408447,0.0392337331804109,8837580,11793342,1,9
"116",6,1980,1970,1,69.6410522460938,31626.6197226003,4.77504634857178,0.0403602686957608,8837580,12059240,1,10
"117",6,1981,1970,1,73.3421630859375,31798.561239863,4.60209226608276,0.0426159017540091,8837580,12290510,1,11
"118",6,1982,1970,1,74.4325332641602,31369.4528746037,3.87233519554138,0.0410780801274416,8837580,12538867,1,12
"119",6,1983,1970,1,62.9643287658691,31849.9144913372,3.92384195327759,0.0425591279672768,8837580,12792945,1,13
"120",6,1984,1970,1,66.5850219726562,33376.4157636682,4.28334999084473,0.0420056305274004,8837580,13014293,1,14
"121",6,1985,1970,1,61.4080429077148,34106.3346841801,4.1372241973877,0.0418312026967534,8837580,13292428,1,15
"122",6,1986,1970,1,60.3499450683594,35121.1668256649,4.22496747970581,0.0419283981134823,8837580,13601569,1,16
"123",6,1987,1970,1,58.9715003967285,35737.0053128965,3.95763325691223,0.0420834085015107,8837580,13918789,1,17
"124",6,1988,1970,1,53.8611907958984,36557.206821726,3.92668128013611,0.0414423203337308,8837580,14243974,1,18
"125",6,1989,1970,1,51.7296409606934,36767.0309187299,3.83621954917908,0.0419198146266361,8837580,14599005,1,19
"126",6,1990,1970,1,50.8636665344238,36588.6507703582,3.99499487876892,0.0446949069369316,8837580,14958261,1,20
"127",6,1991,1970,1,48.6561546325684,35858.2300482285,4.37995481491089,0.0494219033473647,8837580,15219485,1,21
"128",6,1992,1970,1,52.3022613525391,36292.5855320396,4.00528860092163,0.0529361704758175,8837580,15475759,1,22
"129",6,1993,1970,1,48.0107192993164,35914.1479065685,4.31620216369629,0.0558471416483134,8837580,15635748,1,23
"130",6,1994,1970,1,46.3389892578125,36047.3571900636,3.51024174690247,0.058144810980422,8837580,15754100,1,24
"131",6,1995,1970,1,42.6997032165527,36769.3653543723,3.54616808891296,0.0576945363875842,8837580,15868201,1,25
"132",6,1996,1970,1,42.3777809143066,37698.2463746293,2.99463319778442,0.0551138439404186,8837580,16038242,1,26
"133",8,1964,1971,0,111.427757263184,17747.0997494271,1.90331196784973,0.0106110424680179,976404.25,976404.222101092,1,-7
"134",8,1965,1971,0,107.106719970703,18511.8881427758,2.12554550170898,0.0112838658513286,976404.25,999679.555626035,1,-6
"135",8,1966,1971,0,91.9147109985352,19123.6903779507,2.29603505134583,0.0122196150479546,976404.25,1022938.66194737,1,-5
"136",8,1967,1971,0,101.666145324707,19616.3615836266,2.29353904724121,0.0132624233708229,976404.25,1046188.89112866,1,-4
"137",8,1968,1971,0,103.625152587891,20315.9124841306,3.20457243919373,0.0136051255844868,976404.25,1069449.88560712,1,-3
"138",8,1969,1971,0,90.4825973510742,21358.9321825292,2.687908411026,0.0147550119000887,976404.25,1092849,1,-2
"139",8,1970,1971,0,97.6277160644531,22418.7002933056,3.14305520057678,0.0194499699201377,976404.25,1128108,1,-1
"140",8,1971,1971,1,106.932205200195,23388.9312233956,2.05645036697388,0.0243064658416717,976404.25,1163401,1,0
"141",8,1972,1971,1,101.002410888672,24613.7220528418,2.9865620136261,0.0253089002268977,976404.25,1211853,1,1
"142",8,1973,1971,1,101.037170410156,25485.5665951435,3.64703059196472,0.0242520957610357,976404.25,1256266,1,2
"143",8,1974,1971,1,101.913597106934,25500.0087919161,2.65985584259033,0.023334761659757,976404.25,1278886,1,3
"144",8,1975,1971,1,95.9893112182617,25503.5956526991,3.57621240615845,0.0241774437184178,976404.25,1301299,1,4
"145",8,1976,1971,1,97.031867980957,26078.0927523299,3.34033846855164,0.0243154439649733,976404.25,1323449,1,5
"146",8,1977,1971,1,96.3035430908203,26696.5987511683,3.06071829795837,0.0233344295965506,976404.25,1356122,1,6
"147",8,1978,1971,1,86.3263626098633,28099.0249491296,3.50086212158203,0.0209322128070682,976404.25,1391846,1,7
"148",8,1979,1971,1,73.939582824707,28594.5483593178,2.83724188804626,0.0189408808434299,976404.25,1434239,1,8
"149",8,1980,1971,1,71.0444717407227,28870.8282187608,3.18656420707703,0.0193501977457238,976404.25,1465097,1,9
"150",8,1981,1971,1,86.4133148193359,29654.5930319338,4.33311414718628,0.0193982215252173,976404.25,1498475,1,10
"151",8,1982,1971,1,61.912036895752,29834.1089320156,2.88765430450439,0.0171477292450039,976404.25,1542211,1,11
"152",8,1983,1971,1,74.2377700805664,30042.2521732749,2.71896409988403,0.0188458549955388,976404.25,1579556,1,12
"153",8,1984,1971,1,65.9723052978516,31127.0532336366,3.14394021034241,0.0184959781833648,976404.25,1598780,1,13
"154",8,1985,1971,1,76.0556411743164,31417.0483635022,2.86988735198975,0.0171554196579801,976404.25,1616904,1,14
"155",8,1986,1971,1,73.9011840820312,31801.136201487,3.04330849647522,0.0181417603734417,976404.25,1631241,1,15
"156",8,1987,1971,1,61.4378318786621,31689.5560660359,3.52380585670471,0.0193621835529076,976404.25,1642876,1,16
"157",8,1988,1971,1,74.6237869262695,32331.3928821233,3.63622951507568,0.0202205848813908,976404.25,1644265,1,17
"158",8,1989,1971,1,51.6486892700195,33388.6611177478,3.08329701423645,0.0206575317426404,976404.25,1652194,1,18
"159",8,1990,1971,1,57.9279327392578,33386.8883681857,1.58565735816956,0.0215405161322026,976404.25,1668681,1,19
"160",8,1991,1971,1,60.6996459960938,33330.2708524926,3.18390703201294,0.0234744150838397,976404.25,1705914,1,20
"161",8,1992,1971,1,70.4951782226562,34259.6748789219,3.33616924285889,0.0240069790465435,976404.25,1756878,1,21
"162",8,1993,1971,1,64.7204132080078,35033.3853822231,3.15279531478882,0.0234625783943946,976404.25,1813480,1,22
"163",8,1994,1971,1,62.8358421325684,35869.6255016185,2.4426794052124,0.0219566019052517,976404.25,1866595,1,23
"164",8,1995,1971,1,59.3991088867188,37046.1304528571,2.59745812416077,0.0196791051583116,976404.25,1914916,1,24
"165",8,1996,1971,1,53.0667037963867,37986.7310612714,3.0222749710083,0.0176308549786201,976404.25,1959472,1,25
"166",9,1964,1973,0,52.5151023864746,21505.7649802009,1.10458767414093,0.0102271933517448,1407318.375,1407318.32983398,1,-9
"167",9,1965,1973,0,61.8986701965332,22294.3652873334,1.44654583930969,0.0101056694897912,1407318.375,1436396.66967773,1,-8
"168",9,1966,1973,0,51.4872512817383,23400.1400171633,1.7587867975235,0.00911649807430413,1407318.375,1465474.99830627,1,-7
"169",9,1967,1973,0,55.066104888916,24678.0673733411,1.930943608284,0.00953462123129897,1407318.375,1494553.33927917,1,-6
"170",9,1968,1973,0,55.2505187988281,24998.8632843997,1.17406332492828,0.0114200828973949,1407318.375,1523631.67205811,1,-5
"171",9,1969,1973,0,63.9692916870117,27095.5840015613,2.15477132797241,0.013197356020549,1407318.375,1552710,1,-4
"172",9,1970,1973,0,47.7880668640137,27231.7545935633,2.17708611488342,0.0153668790438595,1407318.375,1564512,1,-3
"173",9,1971,1973,0,53.132080078125,27272.7580730318,1.49866199493408,0.0186899627866022,1407318.375,1576314,1,-2
"174",9,1972,1973,0,47.5593872070312,28467.2864348683,1.72219371795654,0.0203164030765259,1407318.375,1580484,1,-1
"175",9,1973,1973,1,54.0896911621094,29138.236132516,2.05858898162842,0.0218277077397595,1407318.375,1581522,1,0
"176",9,1974,1973,1,38.0204696655273,28855.4941385467,2.4115149974823,0.0231502845473614,1407318.375,1586262,1,1
"177",9,1975,1973,1,53.0480194091797,28548.0486009,2.15062928199768,0.0253514347807249,1407318.375,1592543,1,2
"178",9,1976,1973,1,44.1330528259277,29127.3252100739,1.72573149204254,0.0266933396093198,1407318.375,1593375,1,3
"179",9,1977,1973,1,35.1981582641602,30141.8774170276,2.6402633190155,0.0276260137440683,1407318.375,1596228,1,4
"180",9,1978,1973,1,54.128547668457,31363.5749633298,2.52848267555237,0.0282795424148099,1407318.375,1600518,1,5
"181",9,1979,1973,1,37.2640151977539,32134.966151023,2.20351886749268,0.0287825525094091,1407318.375,1604395,1,6
"182",9,1980,1973,1,33.9745674133301,32759.1731125323,1.90491163730621,0.0301141368757888,1407318.375,1612742,1,7
"183",9,1981,1973,1,39.1088829040527,33424.1009771743,2.31644654273987,0.0303030256268446,1407318.375,1620072,1,8
"184",9,1982,1973,1,32.4489364624023,33926.0747075739,2.67119455337524,0.0268289568815666,1407318.375,1625175,1,9
"185",9,1983,1973,1,26.6097946166992,34542.78356879,1.70373451709747,0.0268913434108854,1407318.375,1636707,1,10
"186",9,1984,1973,1,32.1890068054199,36957.720746001,2.82328581809998,0.026322232980773,1407318.375,1645203,1,11
"187",9,1985,1973,1,24.2671661376953,38095.5105350496,1.68201351165771,0.0249395901106968,1407318.375,1655634,1,12
"188",9,1986,1973,1,29.3735313415527,40026.2572240589,2.8667197227478,0.0239600071576631,1407318.375,1665348,1,13
"189",9,1987,1973,1,30.0687599182129,42018.8630265053,2.52081346511841,0.0228155859945595,1407318.375,1676796,1,14
"190",9,1988,1973,1,27.9158477783203,44371.046365828,1.98537933826447,0.0222276291674121,1407318.375,1688158,1,15
"191",9,1989,1973,1,31.1985378265381,46010.1791943267,2.56645274162292,0.0232104719940833,1407318.375,1693291,1,16
"192",9,1990,1973,1,30.5690021514893,44986.4648156308,2.01682257652283,0.0265811723027413,1407318.375,1696837,1,17
"193",9,1991,1973,1,27.5354042053223,43585.1066276529,1.80099499225616,0.0310928913616857,1407318.375,1702975,1,18
"194",9,1992,1973,1,26.2540321350098,45777.3642574691,1.98243272304535,0.0328261799403533,1407318.375,1702805,1,19
"195",9,1993,1973,1,33.3710823059082,46092.1958344395,2.79978609085083,0.0338102603990346,1407318.375,1707354,1,20
"196",9,1994,1973,1,35.6505508422852,46225.5606930003,2.79347467422485,0.0349839530523291,1407318.375,1711125,1,21
"197",9,1995,1973,1,30.8077030181885,47442.0259629691,1.93390011787415,0.0353360155733944,1407318.375,1715233,1,22
"198",9,1996,1973,1,30.5657272338867,48270.1902447039,2.34758067131042,0.033372778831271,1407318.375,1721785,1,23
"199",10,1964,NA,0,56.4896430969238,21479.932229474,2.80484509468079,0.0102672478225354,247502.21875,247502.223632812,0,0
"200",10,1965,NA,0,61.0929679870605,22764.7910162363,2.27957487106323,0.0106665470199149,247502.21875,253088.776367188,0,0
"201",10,1966,NA,0,107.96809387207,22850.927870136,5.7425103187561,0.01122352867874,247502.21875,258675.331359863,0,0
"202",10,1967,NA,0,61.7780456542969,23285.0475118776,3.6609423160553,0.0132444372115348,247502.21875,264261.889282227,0,0
"203",10,1968,NA,0,82.9295043945312,24039.1474413816,3.82087302207947,0.0158731075094819,247502.21875,269848.442138672,0,0
"204",10,1969,NA,0,65.4148559570312,25054.2874526483,2.18644261360168,0.017275703281476,247502.21875,275435,0,0
"205",10,1970,NA,0,43.7816772460938,24994.1065416891,3.94675135612488,0.0211745443049323,247502.21875,282572,0,0
"206",10,1971,NA,0,55.9857635498047,25523.0131642113,4.63982105255127,0.0266946027450534,247502.21875,289709,0,0
"207",10,1972,NA,0,47.5216102600098,26803.1357017384,1.41757416725159,0.030776685721018,247502.21875,294246,0,0
"208",10,1973,NA,0,69.3462295532227,27651.3087102228,3.46790266036987,0.0301917660145142,247502.21875,297272,0,0
"209",10,1974,NA,0,56.7004814147949,27049.663476405,5.33856725692749,0.0304294243791321,247502.21875,299688,0,0
"210",10,1975,NA,0,81.0327835083008,26674.8374238541,7.21667766571045,0.0336750963065172,247502.21875,302939,0,0
"211",10,1976,NA,0,56.3688278198242,27310.9954067246,3.08990621566772,0.0334411163127956,247502.21875,305243,0,0
"212",10,1977,NA,0,44.2563705444336,27531.1907803354,2.67730093002319,0.0348340926137591,247502.21875,307089,0,0
"213",10,1978,NA,0,72.6356201171875,28131.3152558972,3.21292757987976,0.0353055009918548,247502.21875,309017,0,0
"214",10,1979,NA,0,33.0978240966797,28164.1561881363,5.61889553070068,0.0365394652590572,247502.21875,309745,0,0
"215",10,1980,NA,0,65.1826629638672,28655.9878801554,4.09450054168701,0.0382851660909539,247502.21875,308024,0,0
"216",10,1981,NA,0,40.5704917907715,28758.2447416131,5.31515979766846,0.0373510694265748,247502.21875,308561,0,0
"217",10,1982,NA,0,82.2077255249023,29073.291174751,1.46882629394531,0.0320907267297484,247502.21875,310074,0,0
"218",10,1983,NA,0,34.9253425598145,29538.2978300576,2.75014877319336,0.0298120439199257,247502.21875,313176,0,0
"219",10,1984,NA,0,49.1743431091309,30946.0942274788,3.60192656517029,0.0299898996927735,247502.21875,316162,0,0
"220",10,1985,NA,0,20.7282161712646,32259.2303126404,2.5601749420166,0.0274205028496763,247502.21875,319393,0,0
"221",10,1986,NA,0,43.3726959228516,33218.2955708682,3.85438823699951,0.0250981923149726,247502.21875,324024,0,0
"222",10,1987,NA,0,69.497688293457,34194.5676342934,2.8553774356842,0.0235804313995224,247502.21875,328574,0,0
"223",10,1988,NA,0,59.8584518432617,35475.5774814923,4.73973989486694,0.0224546102348531,247502.21875,333996,0,0
"224",10,1989,NA,0,36.4071311950684,37244.2926842654,4.38940858840942,0.0223889103431469,247502.21875,339223,0,0
"225",10,1990,NA,0,44.6987152099609,36631.2273980466,3.81533312797546,0.0245129168732728,247502.21875,344859,0,0
"226",10,1991,NA,0,56.2404632568359,36653.7646715941,3.61590981483459,0.0277773037542662,247502.21875,351600,0,0
"227",10,1992,NA,0,63.787223815918,36733.4770380391,3.80400633811951,0.0305150593617781,247502.21875,357441,0,0
"228",10,1993,NA,0,47.3609161376953,36635.3406662901,2.41591596603394,0.0315555133564694,247502.21875,363357,0,0
"229",10,1994,NA,0,32.9176139831543,36718.4475309165,2.13021945953369,0.03088102526007,247502.21875,368843,0,0
"230",10,1995,NA,0,39.7461853027344,37336.3597993763,4.44228458404541,0.0280784763224886,247502.21875,375145,0,0
"231",10,1996,NA,0,35.1696472167969,38305.8126086179,4.51897525787354,0.0272036426316991,247502.21875,381153,0,0
"232",11,1964,1977,0,45.4229431152344,24560.4877536649,7.10439586639404,0.00993019775244952,406369.875,406369.886474609,1,-13
"233",11,1965,1977,0,34.1257934570312,26076.8424318909,7.45564556121826,0.0110217033247322,406369.875,406516.113525391,1,-12
"234",11,1966,1977,0,33.764232635498,26596.6781313222,7.70013427734375,0.0116976656332042,406369.875,406662.333251953,1,-11
"235",11,1967,1977,0,44.1288604736328,27692.2741425424,6.2462100982666,0.0127414559443626,406369.875,406808.559082031,1,-10
